built_age,current_energy_efficiency,environment_impact_current,energy_consumption_current,co2_emissions_current,lighting_cost_current,heating_cost_current,hot_water_cost_current
Pre-30s,70.0,69.0,247.0,2.5,37.0,394.0,82.0
Post-30s,52.0,46.0,433.0,5.2,103.0,751.0,234.0
Post-30s,65.0,63.0,222.0,3.5,67.0,572.0,120.0
Pre-30s,40.0,35.0,377.0,9.7,94.0,1480.0,240.0
Pre-30s,41.0,35.0,540.0,7.8,80.0,1366.0,110.0
Post-30s,53.0,45.0,387.0,5.5,44.0,806.0,160.0
Post-30s,76.0,73.0,221.0,2.0,27.0,247.0,100.0
Pre-30s,61.0,55.0,339.0,5.1,81.0,858.0,82.0
Post-30s,75.0,75.0,160.0,2.4,142.0,374.0,80.0
Post-30s,64.0,59.0,283.0,3.9,72.0,583.0,110.0
Post-30s,56.0,49.0,380.0,4.8,73.0,901.0,94.0
Post-30s,65.0,59.0,297.0,3.5,60.0,512.0,126.0
Pre-30s,56.0,49.0,355.0,5.3,85.0,976.0,109.0
Pre-30s,60.0,58.0,261.0,5.3,119.0,816.0,158.0
Post-30s,57.0,49.0,302.0,5.6,79.0,938.0,101.0
Pre-30s,70.0,68.0,231.0,3.1,63.0,592.0,91.0
Post-30s,59.0,58.0,270.0,3.5,81.0,648.0,87.0
Post-30s,59.0,55.0,283.0,6.8,145.0,1293.0,189.0
Post-30s,71.0,70.0,244.0,2.3,50.0,335.0,145.0
Post-30s,57.0,49.0,348.0,5.1,41.0,723.0,93.0
Post-30s,49.0,39.0,387.0,12.0,110.0,2162.0,202.0
Pre-30s,66.0,67.0,216.0,2.8,67.0,490.0,91.0
Post-30s,71.0,73.0,192.0,2.0,56.0,372.0,90.0
Pre-30s,68.0,67.0,268.0,2.6,73.0,504.0,76.0
Pre-30s,47.0,42.0,332.0,7.1,106.0,1176.0,100.0
Pre-30s,20.0,38.0,431.0,7.7,72.0,1403.0,362.0
Pre-30s,64.0,58.0,315.0,3.5,35.0,504.0,92.0
Pre-30s,3.0,17.0,784.0,9.6,56.0,2086.0,467.0
Pre-30s,51.0,43.0,395.0,6.7,94.0,1193.0,189.0
Post-30s,71.0,67.0,261.0,2.6,45.0,424.0,106.0
Post-30s,61.0,59.0,251.0,3.8,97.0,707.0,91.0
Pre-30s,55.0,47.0,412.0,4.5,38.0,645.0,84.0
Pre-30s,37.0,34.0,500.0,7.0,84.0,1403.0,114.0
Pre-30s,39.0,21.0,705.0,8.9,69.0,1080.0,78.0
Post-30s,74.0,69.0,169.0,5.8,146.0,1018.0,120.0
Post-30s,57.0,50.0,377.0,4.2,64.0,649.0,94.0
Post-30s,70.0,66.0,215.0,4.1,120.0,708.0,126.0
Pre-30s,61.0,53.0,285.0,6.7,147.0,1213.0,114.0
Post-30s,48.0,45.0,437.0,4.6,30.0,678.0,129.0
Post-30s,66.0,62.0,271.0,3.5,84.0,564.0,105.0
Pre-30s,59.0,56.0,328.0,3.9,70.0,757.0,120.0
Pre-30s,49.0,40.0,337.0,13.0,143.0,2386.0,116.0
Post-30s,72.0,70.0,241.0,2.9,53.0,512.0,85.0
Pre-30s,57.0,47.0,297.0,12.0,144.0,2288.0,117.0
Post-30s,64.0,62.0,240.0,3.5,83.0,597.0,163.0
Pre-30s,48.0,42.0,321.0,15.0,205.0,1721.0,158.0
Post-30s,65.0,59.0,325.0,3.1,36.0,461.0,75.0
Pre-30s,63.0,61.0,264.0,3.0,43.0,513.0,93.0
Post-30s,71.0,70.0,171.0,3.3,94.0,613.0,106.0
Post-30s,68.0,62.0,233.0,5.1,96.0,928.0,115.0
Pre-30s,30.0,34.0,431.0,12.0,80.0,2860.0,131.0
Pre-30s,63.0,59.0,324.0,3.3,43.0,603.0,90.0
Post-30s,67.0,63.0,186.0,5.6,97.0,986.0,95.0
Post-30s,52.0,43.0,364.0,8.2,113.0,1422.0,205.0
Pre-30s,1.0,16.0,688.0,20.0,83.0,5515.0,111.0
Post-30s,48.0,40.0,462.0,6.6,68.0,1046.0,303.0
Pre-30s,54.0,56.0,310.0,3.9,82.0,735.0,83.0
Post-30s,70.0,68.0,229.0,2.9,46.0,459.0,132.0
Post-30s,57.0,50.0,355.0,4.8,64.0,742.0,120.0
Post-30s,60.0,58.0,282.0,4.2,41.0,601.0,82.0
,80.0,82.0,139.0,1.9,82.0,306.0,95.0
Pre-30s,58.0,49.0,315.0,6.9,112.0,1287.0,114.0
Post-30s,68.0,66.0,268.0,2.8,47.0,512.0,105.0
Pre-30s,49.0,42.0,475.0,5.1,55.0,864.0,79.0
Post-30s,71.0,71.0,210.0,2.6,61.0,511.0,86.0
Pre-30s,37.0,35.0,511.0,7.3,69.0,1506.0,104.0
Post-30s,70.0,68.0,218.0,3.1,51.0,491.0,107.0
Post-30s,69.0,66.0,244.0,3.5,63.0,596.0,161.0
Post-30s,63.0,54.0,404.0,3.6,60.0,348.0,142.0
Pre-30s,43.0,39.0,474.0,7.5,112.0,1468.0,103.0
Post-30s,74.0,71.0,210.0,2.6,69.0,429.0,98.0
Pre-30s,8.0,21.0,658.0,11.0,78.0,3035.0,106.0
Pre-30s,41.0,42.0,371.0,6.0,74.0,1060.0,305.0
Pre-30s,54.0,47.0,333.0,6.8,80.0,1043.0,137.0
Pre-30s,67.0,64.0,266.0,3.7,106.0,673.0,110.0
Pre-30s,58.0,51.0,238.0,9.0,164.0,1729.0,111.0
Post-30s,71.0,69.0,149.0,5.8,178.0,1053.0,130.0
Pre-30s,52.0,46.0,360.0,6.2,72.0,870.0,104.0
Post-30s,59.0,59.0,268.0,3.4,47.0,629.0,78.0
Pre-30s,51.0,43.0,414.0,6.1,65.0,1145.0,113.0
Pre-30s,28.0,32.0,539.0,7.7,84.0,1177.0,313.0
Pre-30s,44.0,36.0,420.0,9.0,118.0,1408.0,174.0
Post-30s,67.0,64.0,264.0,3.1,60.0,584.0,101.0
Post-30s,74.0,71.0,152.0,3.9,139.0,658.0,139.0
Pre-30s,58.0,51.0,334.0,5.2,73.0,987.0,104.0
Post-30s,40.0,35.0,507.0,6.8,80.0,988.0,198.0
Pre-30s,62.0,55.0,354.0,3.4,45.0,554.0,93.0
Post-30s,64.0,57.0,249.0,4.8,128.0,765.0,159.0
Pre-30s,47.0,40.0,521.0,6.7,74.0,1250.0,111.0
Post-30s,52.0,50.0,300.0,5.2,57.0,956.0,109.0
Pre-30s,58.0,52.0,257.0,6.0,109.0,1056.0,97.0
Post-30s,75.0,72.0,170.0,3.8,95.0,635.0,113.0
Pre-30s,55.0,45.0,353.0,13.0,135.0,2254.0,136.0
Pre-30s,65.0,60.0,297.0,3.5,70.0,558.0,108.0
Post-30s,75.0,74.0,137.0,3.2,103.0,461.0,118.0
Post-30s,69.0,69.0,196.0,2.7,58.0,469.0,115.0
Post-30s,67.0,68.0,279.0,2.9,43.0,628.0,91.0
Pre-30s,49.0,40.0,393.0,8.9,83.0,1615.0,125.0
Pre-30s,58.0,50.0,334.0,5.7,85.0,991.0,91.0
Post-30s,65.0,60.0,324.0,3.0,50.0,473.0,95.0
Pre-30s,44.0,35.0,404.0,14.0,99.0,2665.0,117.0
Pre-30s,59.0,56.0,291.0,3.5,77.0,633.0,83.0
Pre-30s,66.0,64.0,219.0,3.3,79.0,601.0,97.0
Pre-30s,56.0,47.0,325.0,8.0,110.0,1482.0,130.0
Post-30s,66.0,59.0,258.0,4.2,78.0,675.0,107.0
Pre-30s,62.0,55.0,282.0,5.3,78.0,951.0,90.0
Post-30s,65.0,59.0,298.0,3.6,44.0,548.0,112.0
Pre-30s,48.0,87.0,608.0,1.0,60.0,872.0,224.0
Pre-30s,44.0,39.0,340.0,9.2,107.0,1423.0,242.0
Pre-30s,20.0,39.0,408.0,6.9,82.0,2197.0,309.0
Post-30s,42.0,56.0,187.0,10.0,172.0,2472.0,287.0
Post-30s,69.0,65.0,253.0,3.9,72.0,648.0,82.0
Post-30s,56.0,49.0,397.0,4.2,47.0,662.0,104.0
Pre-30s,29.0,26.0,485.0,11.0,112.0,2126.0,148.0
Pre-30s,38.0,35.0,491.0,8.1,120.0,1611.0,112.0
Post-30s,59.0,52.0,367.0,5.9,86.0,1103.0,103.0
Post-30s,77.0,76.0,122.0,2.9,65.0,481.0,107.0
Pre-30s,59.0,50.0,309.0,6.8,73.0,1261.0,113.0
Pre-30s,39.0,36.0,449.0,6.0,45.0,1213.0,106.0
Pre-30s,56.0,54.0,447.0,3.0,38.0,467.0,81.0
Post-30s,60.0,57.0,268.0,3.7,55.0,745.0,68.0
Post-30s,57.0,50.0,359.0,5.0,73.0,937.0,104.0
Pre-30s,68.0,67.0,208.0,2.9,41.0,492.0,98.0
Pre-30s,47.0,43.0,332.0,7.0,119.0,1241.0,96.0
Post-30s,66.0,66.0,222.0,2.8,78.0,470.0,95.0
Pre-30s,57.0,52.0,397.0,3.4,51.0,611.0,82.0
Post-30s,75.0,75.0,157.0,3.1,117.0,470.0,146.0
Post-30s,72.0,71.0,189.0,3.3,63.0,655.0,113.0
Pre-30s,48.0,45.0,372.0,4.8,64.0,805.0,95.0
Post-30s,72.0,70.0,215.0,2.9,66.0,491.0,96.0
Pre-30s,64.0,69.0,213.0,3.4,85.0,687.0,84.0
Pre-30s,34.0,41.0,456.0,6.3,77.0,1459.0,458.0
Pre-30s,57.0,46.0,331.0,10.0,97.0,1808.0,126.0
Post-30s,76.0,73.0,187.0,2.5,83.0,380.0,96.0
Pre-30s,59.0,52.0,368.0,5.7,55.0,1093.0,90.0
Post-30s,72.0,70.0,208.0,2.9,77.0,509.0,120.0
Post-30s,72.0,69.0,222.0,2.8,66.0,422.0,90.0
Post-30s,71.0,67.0,240.0,3.0,55.0,424.0,134.0
Post-30s,50.0,43.0,375.0,6.8,82.0,964.0,168.0
Pre-30s,44.0,38.0,536.0,7.5,99.0,1417.0,121.0
Post-30s,69.0,70.0,203.0,2.4,77.0,433.0,87.0
Post-30s,48.0,42.0,460.0,5.1,62.0,798.0,113.0
Pre-30s,49.0,43.0,387.0,6.6,106.0,1054.0,131.0
Post-30s,74.0,72.0,200.0,3.1,80.0,522.0,95.0
Post-30s,46.0,43.0,428.0,4.6,76.0,945.0,104.0
Pre-30s,52.0,45.0,273.0,11.0,144.0,2000.0,133.0
Post-30s,57.0,52.0,307.0,4.5,86.0,709.0,235.0
Pre-30s,1.0,20.0,481.0,22.0,161.0,6975.0,1471.0
Post-30s,58.0,51.0,342.0,5.2,100.0,943.0,112.0
Pre-30s,63.0,58.0,327.0,4.2,56.0,799.0,90.0
Pre-30s,1.0,16.0,793.0,15.0,128.0,3302.0,535.0
Pre-30s,54.0,51.0,338.0,3.8,36.0,730.0,78.0
Post-30s,51.0,45.0,388.0,5.5,86.0,729.0,191.0
Post-30s,77.0,73.0,153.0,4.4,111.0,699.0,105.0
Pre-30s,52.0,46.0,282.0,8.2,106.0,1355.0,104.0
Pre-30s,51.0,45.0,304.0,7.1,79.0,1271.0,110.0
Pre-30s,50.0,43.0,425.0,5.7,108.0,1010.0,87.0
Post-30s,61.0,57.0,306.0,4.2,55.0,803.0,130.0
Pre-30s,55.0,53.0,420.0,3.4,46.0,596.0,107.0
Pre-30s,43.0,33.0,331.0,9.6,91.0,1337.0,177.0
Pre-30s,55.0,49.0,388.0,4.8,77.0,894.0,98.0
Pre-30s,55.0,48.0,403.0,6.1,104.0,1132.0,122.0
Post-30s,65.0,59.0,260.0,5.1,72.0,927.0,130.0
Post-30s,63.0,61.0,317.0,3.0,54.0,446.0,92.0
Pre-30s,56.0,50.0,260.0,6.8,89.0,1200.0,112.0
Post-30s,60.0,56.0,261.0,4.3,54.0,781.0,92.0
Post-30s,64.0,57.0,239.0,5.0,122.0,884.0,127.0
Pre-30s,57.0,49.0,341.0,5.9,95.0,1106.0,112.0
Post-30s,68.0,64.0,270.0,3.0,60.0,444.0,121.0
Post-30s,61.0,56.0,304.0,3.6,64.0,655.0,89.0
Pre-30s,65.0,61.0,213.0,4.3,67.0,808.0,108.0
Post-30s,50.0,46.0,341.0,5.0,91.0,741.0,244.0
Pre-30s,53.0,43.0,345.0,9.5,116.0,1742.0,128.0
Pre-30s,50.0,52.0,371.0,3.8,76.0,821.0,88.0
Pre-30s,39.0,35.0,401.0,8.4,81.0,1577.0,123.0
Post-30s,65.0,59.0,354.0,2.9,36.0,371.0,164.0
Post-30s,53.0,47.0,334.0,9.8,146.0,2013.0,117.0
Pre-30s,64.0,59.0,317.0,3.4,41.0,648.0,95.0
Post-30s,75.0,76.0,122.0,3.5,140.0,608.0,99.0
Post-30s,47.0,53.0,340.0,4.4,76.0,579.0,279.0
Pre-30s,46.0,41.0,341.0,7.5,115.0,1382.0,105.0
Post-30s,52.0,44.0,339.0,5.1,51.0,781.0,78.0
Pre-30s,58.0,57.0,348.0,2.9,70.0,585.0,85.0
Pre-30s,11.0,12.0,1010.0,12.0,78.0,1490.0,337.0
Pre-30s,50.0,44.0,443.0,4.9,67.0,766.0,91.0
Pre-30s,55.0,48.0,378.0,4.9,55.0,604.0,94.0
Pre-30s,56.0,50.0,403.0,4.8,59.0,817.0,81.0
Pre-30s,66.0,62.0,273.0,3.6,79.0,648.0,107.0
Pre-30s,7.0,20.0,663.0,10.0,63.0,2332.0,359.0
Pre-30s,55.0,52.0,336.0,3.7,66.0,681.0,82.0
Pre-30s,28.0,22.0,615.0,13.0,134.0,2244.0,254.0
Pre-30s,53.0,47.0,400.0,4.9,111.0,810.0,84.0
Post-30s,67.0,67.0,217.0,2.8,60.0,462.0,102.0
Post-30s,68.0,67.0,200.0,3.2,90.0,434.0,172.0
Pre-30s,59.0,52.0,298.0,4.8,93.0,831.0,109.0
Pre-30s,40.0,38.0,496.0,6.1,93.0,1229.0,102.0
Pre-30s,60.0,53.0,318.0,4.8,75.0,896.0,116.0
Pre-30s,52.0,47.0,296.0,6.0,82.0,997.0,102.0
Post-30s,69.0,66.0,269.0,3.9,84.0,635.0,90.0
Pre-30s,57.0,50.0,342.0,5.1,70.0,774.0,110.0
Post-30s,71.0,70.0,184.0,2.6,69.0,528.0,94.0
Pre-30s,58.0,48.0,320.0,5.8,105.0,982.0,111.0
Post-30s,52.0,44.0,413.0,6.6,70.0,1157.0,124.0
Pre-30s,58.0,49.0,347.0,8.5,99.0,1487.0,106.0
,80.0,82.0,136.0,2.0,84.0,314.0,97.0
Post-30s,52.0,45.0,283.0,9.2,74.0,1674.0,99.0
Post-30s,55.0,63.0,251.0,3.9,93.0,1252.0,234.0
Pre-30s,18.0,32.0,603.0,8.7,113.0,3055.0,88.0
Pre-30s,17.0,18.0,755.0,14.0,134.0,1729.0,365.0
Post-30s,68.0,67.0,270.0,2.6,71.0,461.0,73.0
Post-30s,64.0,59.0,238.0,5.6,135.0,708.0,141.0
Pre-30s,54.0,46.0,400.0,6.0,141.0,982.0,72.0
Post-30s,65.0,63.0,274.0,4.0,94.0,771.0,111.0
Pre-30s,39.0,37.0,505.0,4.9,53.0,749.0,339.0
Pre-30s,35.0,32.0,490.0,6.7,55.0,1140.0,94.0
Pre-30s,44.0,40.0,375.0,6.7,104.0,1230.0,112.0
Pre-30s,58.0,57.0,252.0,5.5,110.0,1206.0,105.0
Post-30s,77.0,71.0,222.0,3.0,71.0,729.0,117.0
,79.0,79.0,139.0,3.1,122.0,506.0,114.0
Pre-30s,58.0,56.0,358.0,3.6,61.0,685.0,106.0
Pre-30s,62.0,59.0,244.0,3.9,84.0,630.0,98.0
Pre-30s,43.0,42.0,382.0,6.0,62.0,1131.0,90.0
Pre-30s,55.0,48.0,394.0,4.8,59.0,915.0,111.0
Pre-30s,58.0,51.0,386.0,3.9,47.0,608.0,82.0
Pre-30s,64.0,58.0,343.0,3.1,50.0,504.0,90.0
Pre-30s,47.0,39.0,521.0,7.5,77.0,1225.0,109.0
Pre-30s,56.0,52.0,301.0,4.3,51.0,718.0,92.0
Post-30s,68.0,61.0,216.0,5.6,113.0,878.0,130.0
Post-30s,71.0,70.0,192.0,2.8,86.0,481.0,111.0
Pre-30s,60.0,55.0,263.0,4.3,62.0,819.0,93.0
Pre-30s,59.0,55.0,262.0,5.2,71.0,874.0,111.0
Pre-30s,60.0,54.0,350.0,5.2,80.0,948.0,104.0
Pre-30s,56.0,51.0,266.0,5.9,116.0,1021.0,103.0
Pre-30s,73.0,75.0,251.0,1.9,40.0,367.0,74.0
Post-30s,68.0,68.0,232.0,3.0,80.0,464.0,124.0
Pre-30s,53.0,52.0,367.0,4.1,65.0,621.0,99.0
Pre-30s,47.0,39.0,403.0,7.5,86.0,1402.0,110.0
Post-30s,63.0,57.0,322.0,5.3,86.0,974.0,112.0
Pre-30s,26.0,34.0,419.0,15.0,210.0,1790.0,788.0
Post-30s,61.0,59.0,289.0,3.9,76.0,615.0,126.0
Pre-30s,56.0,49.0,350.0,5.1,60.0,817.0,106.0
Post-30s,57.0,37.0,506.0,6.8,85.0,858.0,175.0
Pre-30s,53.0,46.0,360.0,5.0,90.0,873.0,86.0
Pre-30s,63.0,57.0,307.0,3.8,67.0,466.0,92.0
Post-30s,64.0,61.0,210.0,4.5,115.0,733.0,90.0
Pre-30s,51.0,44.0,432.0,5.4,60.0,1046.0,101.0
Post-30s,68.0,66.0,251.0,2.7,57.0,457.0,95.0
Pre-30s,25.0,36.0,463.0,6.7,101.0,1429.0,409.0
Post-30s,70.0,69.0,256.0,2.3,35.0,393.0,93.0
Post-30s,65.0,62.0,224.0,3.7,57.0,602.0,104.0
Pre-30s,44.0,42.0,446.0,4.5,65.0,596.0,302.0
Post-30s,78.0,77.0,175.0,2.0,67.0,289.0,112.0
Pre-30s,66.0,63.0,272.0,3.7,114.0,640.0,86.0
Post-30s,62.0,57.0,295.0,4.1,75.0,477.0,113.0
Post-30s,69.0,66.0,248.0,4.3,107.0,722.0,102.0
Pre-30s,29.0,31.0,519.0,7.0,70.0,1014.0,341.0
Post-30s,70.0,69.0,193.0,2.7,56.0,542.0,81.0
Post-30s,68.0,69.0,195.0,2.7,75.0,500.0,147.0
Pre-30s,50.0,43.0,414.0,4.8,61.0,870.0,85.0
Pre-30s,56.0,51.0,285.0,5.0,101.0,891.0,89.0
Post-30s,72.0,67.0,243.0,2.9,38.0,356.0,178.0
Pre-30s,52.0,50.0,374.0,4.9,60.0,620.0,224.0
Pre-30s,37.0,39.0,441.0,7.3,99.0,1030.0,337.0
Pre-30s,55.0,48.0,393.0,4.7,60.0,839.0,90.0
Post-30s,60.0,57.0,248.0,4.4,83.0,706.0,210.0
Pre-30s,54.0,45.0,404.0,7.9,85.0,1269.0,145.0
Post-30s,72.0,73.0,175.0,2.2,58.0,365.0,130.0
Post-30s,57.0,51.0,296.0,6.5,121.0,765.0,114.0
Pre-30s,44.0,37.0,467.0,5.9,70.0,834.0,105.0
Pre-30s,45.0,41.0,397.0,8.1,103.0,1658.0,118.0
Pre-30s,54.0,48.0,354.0,5.5,74.0,754.0,108.0
Post-30s,70.0,67.0,191.0,8.3,161.0,1681.0,104.0
Pre-30s,52.0,44.0,337.0,6.5,132.0,1180.0,113.0
Pre-30s,65.0,58.0,264.0,5.3,78.0,921.0,105.0
Pre-30s,49.0,42.0,444.0,6.6,109.0,1232.0,103.0
Post-30s,72.0,71.0,223.0,2.4,46.0,417.0,85.0
Pre-30s,46.0,40.0,480.0,5.4,64.0,753.0,105.0
Pre-30s,61.0,51.0,279.0,8.3,98.0,1473.0,96.0
Pre-30s,42.0,33.0,414.0,18.0,138.0,3337.0,123.0
Post-30s,75.0,73.0,175.0,3.1,74.0,405.0,107.0
Post-30s,72.0,69.0,153.0,5.1,156.0,857.0,103.0
Post-30s,63.0,60.0,198.0,10.0,185.0,1810.0,164.0
Pre-30s,48.0,44.0,425.0,5.2,74.0,860.0,121.0
Pre-30s,64.0,59.0,207.0,6.1,108.0,1204.0,85.0
Post-30s,10.0,32.0,665.0,6.2,36.0,1246.0,261.0
Post-30s,44.0,41.0,406.0,5.3,59.0,968.0,93.0
Post-30s,61.0,59.0,295.0,3.6,72.0,563.0,121.0
Post-30s,69.0,68.0,220.0,3.1,86.0,471.0,137.0
Pre-30s,60.0,54.0,229.0,6.7,126.0,1230.0,100.0
Post-30s,62.0,57.0,374.0,4.2,60.0,764.0,89.0
Post-30s,71.0,67.0,239.0,2.9,69.0,401.0,84.0
Pre-30s,51.0,47.0,358.0,4.4,61.0,793.0,101.0
Pre-30s,60.0,59.0,302.0,2.9,48.0,509.0,68.0
Pre-30s,59.0,50.0,316.0,7.9,95.0,1505.0,116.0
Pre-30s,55.0,59.0,318.0,3.3,56.0,393.0,268.0
Pre-30s,61.0,61.0,336.0,2.9,42.0,609.0,78.0
Pre-30s,55.0,53.0,374.0,3.9,71.0,756.0,87.0
Pre-30s,64.0,60.0,315.0,3.2,60.0,607.0,90.0
Post-30s,73.0,71.0,201.0,3.0,63.0,528.0,87.0
Pre-30s,57.0,55.0,344.0,3.1,28.0,556.0,69.0
Pre-30s,49.0,41.0,428.0,6.5,56.0,1259.0,102.0
Post-30s,71.0,70.0,242.0,2.7,47.0,491.0,74.0
Pre-30s,53.0,44.0,369.0,9.6,114.0,1810.0,132.0
Post-30s,80.0,79.0,136.0,2.5,75.0,354.0,110.0
Post-30s,69.0,70.0,201.0,2.5,58.0,378.0,122.0
Post-30s,77.0,74.0,157.0,3.6,93.0,604.0,106.0
Pre-30s,53.0,45.0,350.0,5.5,58.0,1061.0,110.0
Post-30s,69.0,67.0,234.0,3.7,75.0,731.0,101.0
Pre-30s,65.0,59.0,294.0,3.5,48.0,538.0,111.0
Pre-30s,54.0,47.0,353.0,4.9,82.0,815.0,90.0
Pre-30s,61.0,58.0,278.0,3.3,38.0,650.0,56.0
Pre-30s,50.0,43.0,300.0,8.6,110.0,1518.0,113.0
Post-30s,54.0,48.0,277.0,6.9,105.0,1286.0,103.0
Pre-30s,64.0,61.0,222.0,4.0,67.0,681.0,85.0
Pre-30s,25.0,28.0,515.0,9.0,93.0,1396.0,294.0
Pre-30s,52.0,46.0,325.0,8.6,129.0,1108.0,297.0
Post-30s,37.0,32.0,591.0,7.5,79.0,759.0,246.0
Pre-30s,58.0,47.0,294.0,12.0,111.0,2165.0,102.0
Pre-30s,54.0,49.0,441.0,3.8,69.0,720.0,95.0
Post-30s,71.0,70.0,228.0,2.5,30.0,369.0,70.0
Pre-30s,58.0,49.0,317.0,7.1,95.0,1340.0,123.0
Pre-30s,31.0,80.0,447.0,2.3,77.0,1978.0,102.0
Pre-30s,45.0,40.0,469.0,5.8,66.0,723.0,91.0
Pre-30s,43.0,37.0,490.0,6.4,70.0,1219.0,104.0
Pre-30s,45.0,38.0,447.0,7.7,105.0,1422.0,120.0
Pre-30s,41.0,40.0,406.0,8.1,92.0,1277.0,127.0
Post-30s,80.0,72.0,203.0,2.9,106.0,834.0,123.0
Pre-30s,56.0,45.0,368.0,7.2,93.0,1243.0,104.0
Post-30s,55.0,51.0,337.0,4.6,70.0,915.0,86.0
Pre-30s,55.0,54.0,455.0,2.8,25.0,418.0,134.0
Post-30s,67.0,67.0,227.0,2.6,43.0,525.0,87.0
Post-30s,66.0,58.0,225.0,8.9,182.0,1582.0,187.0
Pre-30s,58.0,52.0,357.0,4.3,58.0,816.0,97.0
Pre-30s,52.0,41.0,344.0,12.0,152.0,2372.0,126.0
Post-30s,56.0,53.0,310.0,4.2,105.0,814.0,120.0
Pre-30s,54.0,48.0,271.0,7.3,120.0,1344.0,103.0
Pre-30s,63.0,57.0,248.0,6.1,135.0,890.0,142.0
Pre-30s,52.0,46.0,299.0,11.0,236.0,1558.0,209.0
Pre-30s,47.0,40.0,473.0,7.9,121.0,1455.0,125.0
Post-30s,59.0,53.0,257.0,8.5,184.0,1051.0,187.0
Post-30s,57.0,51.0,377.0,4.1,50.0,660.0,107.0
Pre-30s,74.0,70.0,175.0,5.8,106.0,1019.0,106.0
Pre-30s,28.0,24.0,751.0,8.6,69.0,860.0,238.0
Pre-30s,51.0,41.0,363.0,11.0,114.0,2066.0,116.0
Pre-30s,52.0,42.0,331.0,15.0,194.0,2758.0,115.0
Post-30s,64.0,56.0,275.0,7.4,119.0,1339.0,113.0
Post-30s,67.0,63.0,255.0,3.7,87.0,675.0,107.0
Post-30s,73.0,73.0,175.0,2.9,98.0,326.0,125.0
Pre-30s,50.0,49.0,356.0,4.1,73.0,792.0,106.0
Post-30s,71.0,69.0,165.0,3.9,89.0,585.0,128.0
Post-30s,58.0,54.0,289.0,4.0,66.0,756.0,91.0
Pre-30s,61.0,56.0,231.0,5.8,86.0,1085.0,103.0
Post-30s,63.0,61.0,261.0,3.8,74.0,744.0,104.0
Post-30s,67.0,66.0,234.0,3.0,55.0,594.0,84.0
Post-30s,62.0,58.0,239.0,4.2,64.0,761.0,93.0
Post-30s,57.0,56.0,259.0,4.6,95.0,859.0,97.0
Pre-30s,46.0,38.0,444.0,8.7,129.0,1589.0,117.0
Post-30s,61.0,55.0,363.0,3.5,55.0,487.0,94.0
Pre-30s,60.0,50.0,341.0,9.7,111.0,1721.0,108.0
Post-30s,65.0,60.0,233.0,5.7,129.0,777.0,200.0
Pre-30s,59.0,51.0,299.0,5.1,74.0,917.0,98.0
Post-30s,63.0,58.0,331.0,3.8,47.0,686.0,97.0
Pre-30s,60.0,55.0,225.0,6.0,101.0,1041.0,114.0
Pre-30s,47.0,44.0,423.0,4.2,40.0,741.0,80.0
Post-30s,78.0,76.0,156.0,2.5,73.0,322.0,104.0
Pre-30s,62.0,61.0,304.0,3.2,43.0,500.0,83.0
Pre-30s,69.0,64.0,261.0,3.1,45.0,489.0,87.0
Post-30s,67.0,65.0,262.0,3.0,37.0,523.0,104.0
Post-30s,67.0,65.0,247.0,3.4,77.0,621.0,112.0
Post-30s,64.0,57.0,280.0,6.7,94.0,1144.0,87.0
Pre-30s,38.0,34.0,437.0,11.0,149.0,2145.0,110.0
Post-30s,58.0,58.0,278.0,3.5,80.0,637.0,106.0
Post-30s,59.0,54.0,256.0,5.1,75.0,942.0,171.0
Post-30s,64.0,57.0,271.0,6.4,146.0,1136.0,120.0
Pre-30s,46.0,42.0,350.0,6.7,110.0,1165.0,115.0
Pre-30s,54.0,49.0,296.0,5.0,75.0,923.0,110.0
Post-30s,61.0,53.0,264.0,5.6,119.0,894.0,196.0
Pre-30s,36.0,42.0,500.0,4.1,25.0,547.0,369.0
Pre-30s,40.0,34.0,543.0,6.4,50.0,800.0,202.0
Pre-30s,50.0,40.0,356.0,12.0,131.0,2125.0,180.0
Pre-30s,52.0,47.0,320.0,5.5,62.0,926.0,99.0
Post-30s,68.0,69.0,242.0,2.6,69.0,496.0,88.0
Pre-30s,59.0,54.0,174.0,14.0,184.0,1958.0,127.0
Post-30s,59.0,53.0,383.0,4.1,75.0,781.0,86.0
Post-30s,69.0,66.0,250.0,3.0,85.0,489.0,90.0
Pre-30s,17.0,23.0,659.0,7.9,58.0,1033.0,628.0
Post-30s,70.0,68.0,213.0,2.8,110.0,474.0,101.0
Pre-30s,63.0,61.0,263.0,4.3,119.0,831.0,103.0
Pre-30s,60.0,57.0,386.0,3.1,49.0,595.0,87.0
Post-30s,67.0,63.0,269.0,3.3,61.0,563.0,82.0
Pre-30s,19.0,41.0,502.0,5.6,73.0,1363.0,96.0
Pre-30s,52.0,42.0,360.0,9.2,129.0,1714.0,122.0
Post-30s,81.0,80.0,126.0,2.2,103.0,241.0,89.0
Pre-30s,48.0,42.0,422.0,6.0,69.0,904.0,94.0
Post-30s,73.0,69.0,237.0,2.4,52.0,414.0,91.0
Pre-30s,40.0,30.0,429.0,21.0,166.0,3900.0,85.0
Post-30s,70.0,66.0,231.0,3.4,59.0,457.0,104.0
Pre-30s,60.0,51.0,308.0,6.6,88.0,1090.0,87.0
Pre-30s,28.0,31.0,498.0,7.6,95.0,1357.0,409.0
